Name,Department,Rating,# of Ratings,% Would Take Again,Difficulty,Link to Page
Kevin Dobbs,Writing,4.3,12 ratings,88%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1995958
Susette Min,Asian Studies,2.6,52 ratings,84%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=479825
Greg Pasternack,Science,3.1,30 ratings,31%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=466437
Stacy Fahrenthold,History,4.3,11 ratings,91%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2579420
Jerry Woodall,Engineering,2.2,14 ratings,37%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2054378
Danielle Schmidli,University Writing Program,3.6,18 ratings,58%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1883189
Erik Engstrom,Political Science,3.9,28 ratings,72%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=586639
John Rundin,Latin,4.5,97 ratings,89%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=782238
Carey Seal,Classics,4.3,39 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1582893
Dan Melzer,University Writing Program,4.7,10 ratings,100%,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2118610
Steven Schmidt,Theatre amp Dance,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2678283
Jonathan Radocay,English,4.8,9 ratings,100%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2323650
Jacquelyn Gervay Hague,Chemistry,2.4,37 ratings,50%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=566215
Danielle Levin,Theatre & Dance,1,1 ratings,0%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2678300
Aakash Prabhu,Computer Science,5,21 ratings,96%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2520128
Frances Dolan,English,4.6,47 ratings,92%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=362220
Fushing Hsieh,Mathematics,1.9,28 ratings,100%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=410280
Richard Bostock,Biology,4.3,28 ratings,86%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=371653
Peter Torres,Linguistics,4.7,11 ratings,91%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2517007
Mary Cadenasso,Plant & Soil Science,4.7,3 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1705549
Eric Post,Wildlife,4.5,2 ratings,50%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2579216
Jennifer Choi,Biomedical Engineering,4.2,27 ratings,85%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2033371
Amy McLean,Animal Science,3.8,6 ratings,67%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2437796
Shu Shen,Economics,2.6,26 ratings,37%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1696895
Michele La Merrill,Environmental Toxicology,3.5,12 ratings,59%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2158349
Yasmine Hachimi,English,5,2 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2602363
Gregory Pasternak,Ecology & Evolutionary Biology,4.2,4 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1615063
James Trimmer,Neurobiology & Behavior,4.5,11 ratings,100%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1214831
Douglas Cook,Science,3.2,25 ratings,40%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=537757
Tobias Menely,English,4.6,13 ratings,100%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2077443
Daniel Starr,Biological Sciences,4.1,50 ratings,87%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=637762
Ken Kaplan,Science,3.1,39 ratings,82%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=19659
Madison Wheeler,German,5,2 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2655810
Susan Rivera,Psychology,3.7,30 ratings,88%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=41398
William Sewell,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2678502
Santiago Barreda Castanon,Linguistics,3.5,35 ratings,68%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2069194
Kelly Kissock,Engineering,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2678558
John Lopez,Art & Art History,4,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2502204
Marianne Bitler,Economics,2.8,6 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2153635
Hans-Georg Muller,Statistics,2,2 ratings,50%,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341795
Xiaodong Li,Statistics,2.1,21 ratings,34%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2151901
Daniel Choe,Human Development,2.7,18 ratings,45%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2177860
Jiming Jiang,Computer Science,3,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2624314
Kendon Kurzer,University Writing Program,3.7,23 ratings,64%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2041931
Lisa Sperber,English,4.3,21 ratings,89%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=841650
Trish Berger,Animal Science,3.3,3 ratings,67%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2419513
Dalia Ghanem,Agricultural amp Resource Economics,4.5,8 ratings,88%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2354942
Yvonne Sohn,French & Italian,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2678889
Lori Lubin,Science,3.8,53 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=116853
Lori Lubin,Physics,1,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2471225
Konstantinos Zarbalis,Biological Sciences,4.5,6 ratings,84%,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2321325
Louis Warren,History,4,28 ratings,60%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=149953
Rachel Bernhard,Political Science,4.5,4 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2614440
Nicholas Pinter,Geology,2.3,8 ratings,38%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2146608
Robert Taylor,Political Science,3.8,57 ratings,88%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=546585
Stephen Armstrong,German,2,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2660715
Tianya Wang,Comparative Literature,1.6,5 ratings,0%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2572146
Xiang Dong Zhu,Physics,3.2,39 ratings,0%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=351225
Eric Smoodin,Film,2.6,102 ratings,83%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=763639
Matthew Reimer,Agricultural & Resource Economics,3.6,11 ratings,64%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2590143
Alexandra Burgess,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2679261
Orestis Papaioannou,Psychology,3.5,12 ratings,67%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2472970
Travis Lybbert,Economics,4.3,30 ratings,89%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1136538
Oliver Fiehn,Biochemistry,3.2,84 ratings,60%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=795784
Celina Juliano,MolecularCellular Biology,4.2,9 ratings,89%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263641
Amy Riddle,Comparative Literature,5,11 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2234585
Frank Osterloh,Chemistry,2.8,39 ratings,15%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=149622
Stephanie Dodson,Mathematics,4.6,11 ratings,91%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2530389
Veronica Loureiro-Rodriguez,Spanish,4.4,15 ratings,84%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=581568
Steven Nadler,Science,4.4,25 ratings,56%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833342
David Goodin,Chemistry,2.5,13 ratings,45%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1803804
Laura Grindstaff,Sociology,3.4,55 ratings,40%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=210051
Jaimey Fisher,German,4.3,34 ratings,84%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=823813
Gabriella Montinola,Political Science,3.3,71 ratings,75%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=180631
Alvin Mao,Chemistry,4.3,11 ratings,91%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2203922
Javier Arsuaga,Mathematics,1.6,22 ratings,10%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2264502
Cheryl Boudreau,Political Science,3.7,46 ratings,77%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1177048
Lance Halsted,Engineering,4.2,9 ratings,100%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=334106
Stephen Lewis,Electrical Engineering,3.5,22 ratings,54%,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=795987
Motohico Mulase,Mathematics,3.6,104 ratings,35%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=222336
Janko Gravner,Mathematics,3.6,232 ratings,87%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=26112
Geoff Attardo,Entomology,5,3 ratings,100%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2481840
Priya Shah,Microbiology,5,7 ratings,100%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2673365
Paul Luciw,Pathology,3,12 ratings,64%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1120606
Brian Todd,Wildlife,4.5,20 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1591775
Jeffrey Stott,Science,3.4,46 ratings,62%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=173595
Karinna Hurley,Psychology,3.8,5 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1916743
Chris Hale,Spanish,5,2 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856243
Ben Weber,African-American Studies,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2679809
Shelley Blozis,Psychology,2.8,29 ratings,30%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=574065
Grant Acosta,Learning Center,4.9,65 ratings,100%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=111178
Jessica Hanselman-Gray,English,4.9,12 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2044928
Chris Smith,Sociology,3.5,22 ratings,37%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2029223
Elena Fuchs,Mathematics,3.9,33 ratings,82%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2172558
Jean-Jacques Lambert,Viticulture Enology,3.9,30 ratings,70%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2134182
Brian Bailey,Plant & Soil Science,4.2,5 ratings,100%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2616820
Danica Taylor,Medicine,4.3,8 ratings,75%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2283431
Angie Chabram-Dernersesian,Chicano Studies,3.9,23 ratings,100%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=246149
Deborah Swenson,Economics,3.6,24 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=162260
Blake Temple,Mathematics,1.9,110 ratings,8%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=150000
Aditya Thakur,Computer Science,2.9,24 ratings,46%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383964
Patrice Koehl,Computer Science,4.4,78 ratings,86%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806743
James Parmenter,Mathematics,4.5,11 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=638591
Mihaela Van Der Schaar,Electrical Engineering,2.3,9 ratings,0%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=520499
Michael Foster,East Asian Studies,4.8,5 ratings,100%,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2265808
Brandon Kinne,Political Science,4.3,48 ratings,87%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1947142
Emily Breuninger,Sociology,5,4 ratings,100%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2605699
Genesis Bui,Spanish,4.7,3 ratings,100%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2659477
Grace Delmolino,Humanities,4.5,2 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2677913
Ofelia Cuevas,Chicano Studies,3.2,26 ratings,47%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2227301
Boris Jeremic,Engineering,2.6,31 ratings,36%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=934284
Edward Dickinson,History,4.2,61 ratings,83%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1041352
Roy Taggueg,Asian American Studies,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2680389
Jihan Shaarawi,Comparative Literature,5,3 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2662876
Sarah Eddings,University Writing Program,3.9,12 ratings,84%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383276
Glen Fox,Food Science & Technology,3,3 ratings,0%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2631988
Vidit Jindal,English,5,21 ratings,100%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2575252
Jorge Peña,Communication,3,23 ratings,40%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1967185
Johnna Swartz,Human Development,4.5,9 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384843
Maggie Morgan,Theatre & Dance,4,9 ratings,72%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1614744
MacEo Montoya,Chicano Studies,4.4,21 ratings,93%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1720055
Brenda Rinard,Writing,4.9,7 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2021944
Lisa Sullivan,Education,4.5,11 ratings,100%,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1962288
Dirk Van Vuren,Wildlife,4.4,22 ratings,88%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1580470
Allison Grenda,Art & Art History,5,2 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2662356
Nitzan Shabek,Biological Sciences,4.9,15 ratings,100%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2515034
Joel Ledford,Biological Sciences,4.8,100 ratings,92%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1895829
Sudipta Sen,History,3.7,45 ratings,80%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=582668
Chris Fassnacht,Physics,4.3,49 ratings,100%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=217479
Chris Froh,Music,4.4,36 ratings,67%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=829194
Kristin A. Van Gaasbeck,Economics,2.4,80 ratings,17%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=223988
Joseph Dumit,Anthropology,4,37 ratings,85%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=853636
Megan Arkenberg,University Writing Program,4.3,12 ratings,84%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2119172
Anna Busse Berger,Music,4.2,18 ratings,72%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=458206
Qi Zhang,Environmental Toxicology,2.2,4 ratings,25%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2262694
Monica Vazirani,Mathematics,2.3,127 ratings,7%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=346407
Zoila Mendoza,Ethnic Studies,3.4,19 ratings,75%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=255088
Alyssa Ney,Philosophy,4,8 ratings,100%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2132910
(Carolyn) Miki Wheeler,Japanese,3.8,46 ratings,65%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1224236
Adrienne Hosek,Political Science,4.1,27 ratings,95%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1980415
David McCourt,Sociology,4.4,13 ratings,84%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2118508
Michael Harvkey,English,2.7,3 ratings,34%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2578504
Francois Gygi,Engineering,3.1,71 ratings,57%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=966788
Joseph Biello,Mathematics,2.3,194 ratings,25%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=753030
Ramesh Pokharel,University Writing Program,5,1 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2661482
Gregory Dobbins,English,4,68 ratings,54%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=374026
Jiming Jiang,Statistics,3.2,70 ratings,72%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=277017
Wolfgang Polonik,Mathematics,4.3,17 ratings,63%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=155233
Cuihua Cindy Shen,Communication,3.6,19 ratings,62%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2056073
Seth Frey,Communication,4.2,5 ratings,60%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2495608
Miguel Ruiz,Sociology,3.7,6 ratings,67%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2058637
Cassie Hemstrom,Writing,4.2,5 ratings,80%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2228447
David Corina,Linguistics,3.6,36 ratings,39%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810187
Jen Soong,English,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2680972
Ofir Cahalan,English,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2652685
Theresa Walsh,University Writing Program,4.9,22 ratings,94%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1975936
Ryosuke Motani,Geology,4.3,98 ratings,91%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=565925
Wiebke Bleidorn,Psychology,3.4,17 ratings,79%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2119567
Amelia Munson,Environmental Science,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681028
Rena Zieve,Physics,3.7,22 ratings,50%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=156053
John Bolander,Civil Engineering,4.2,29 ratings,100%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1495052
Eric Rauchway,History,4.2,128 ratings,86%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=37791
Nancy Sayavong,Art,3.2,5 ratings,40%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2580424
Norman Matloff,Computer Science,2.9,77 ratings,19%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=54324
Theodore Geier,American Studies,4,7 ratings,72%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2167856
Brenna Henn,Anthropology,3,3 ratings,67%,4.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2351429
Giacomo Bonanno,Economics,3.3,50 ratings,72%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=149186
David Mills,Food Science & Technology,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681167
Artyom Kopp,Ecology & Evolutionary Biology,3.3,88 ratings,57%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1223594
Daniel Karp,Wildlife,4.7,7 ratings,100%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2322608
Roger Casals,Mathematics,5,24 ratings,100%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2414751
Aaron Anderson,Engineering,3.7,14 ratings,58%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2488969
Wang Liao,Communication,1.9,27 ratings,12%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2416485
George Mattey,Philosophy,3.3,61 ratings,67%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=39348
Mohsen Mesgaran,Plant & Soil Science,1,2 ratings,0%,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681250
Steven Sadro,Environmental Science,4.6,7 ratings,86%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2270806
Shane Logan,Sociology,4.1,39 ratings,60%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1621772
Joanne Emerson,Plant Pathology,3.9,12 ratings,75%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2471570
Celina Vargas,French,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681390
Arman Rezzae,Economics,3.5,13 ratings,70%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2267116
Clare Cannon,Human Ecology,4.7,6 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2353234
Eric Babson,Mathematics,3.5,75 ratings,41%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1295514
Karen Ryan,Neurobiology Behavior,3.5,12 ratings,73%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2083396
Wrye Sententia,English,3.8,44 ratings,63%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=809947
William Debello,Science,4.2,49 ratings,64%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=369736
Leah Krubitzer,Psychology,3.3,22 ratings,84%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=578353
Elina Nintildeo,Animal Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681645
Della Campion,Religious Studies,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681713
Clayton Benjamin,University Writing Program,3.2,15 ratings,60%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2238797
Mohamed Elkashef,Civil Engineering,2,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2670260
Xiucai Ding,Statistics,4,2 ratings,50%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2661932
Ludovico Geymonat,Art History,3.5,6 ratings,0%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1267606
Erich Muehlegger,Economics,4.3,14 ratings,63%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1982339
Laura Catterson,Comparative Literature,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2679737
Nancy Pearsall,Writing,4.2,16 ratings,86%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1803045
Heghnar Watenpaugh,Art History,3.8,30 ratings,65%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=881807
Susan Pike,Environmental Science & Policy,3.4,13 ratings,31%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2662537
Kyaw Tha Paw U,Physical Sciences,4.5,37 ratings,100%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=519116
Bruce German,Science,3.2,26 ratings,39%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=357207
Matthias Hess,Animal Science,2.6,47 ratings,46%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2009443
Anita M. Oberbauer,Animal Science,4.4,76 ratings,82%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=742371
Georgia Drakakaki,Plant & Soil Science,3.4,13 ratings,75%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1797516
Li Zhang,Anthropology,3.9,43 ratings,59%,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=374618
Jason Bond,Entomology,4.4,8 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2580919
Jorge Rodrigues,Biological Sciences,3.7,13 ratings,77%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2585755
Kathlan Latimer,Education,3.6,12 ratings,58%,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1883934
William Slofstra,Mathematics,3.6,16 ratings,80%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1778077
Andrew Waldron,Mathematics,2.4,166 ratings,29%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=58851
Majdi Najm,Plant & Soil Science,2,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2680798
Sanjai Parikh,Environmental Science,4.8,9 ratings,88%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1539229
Peter Green,Engineering,4.4,11 ratings,88%,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1615251
Kathy Olmsted,History,4.7,94 ratings,91%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=147144
Alison Ledgerwood,Psychology,3.6,46 ratings,75%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1270886
Elisabeth Lore,Comparative Literature,3.9,17 ratings,67%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1805466
Jeannie Darby,Engineering,4.4,69 ratings,85%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=108051
Barbara Molloy,Design,3.7,19 ratings,50%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=622384
Steve Magagnini,English,4,37 ratings,58%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=631353
Fatima Mojaddedi,Anthropology,3.5,4 ratings,75%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2573013
Justin Goldwater,Design,2.8,5 ratings,40%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2605266
