Name,Department,Rating,# of Ratings,% Would Take Again,Difficulty,Link to Page
James Mc Elroy,English,4.1,12 ratings,75%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=746776
David Rapson,Economics,3.2,100 ratings,44%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1257738
Melissa Chandon,Design,3.1,31 ratings,61%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1969201
Laura Starkston,Mathematics,4.3,10 ratings,80%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2429476
Daniel Ferenc,Science,1.9,23 ratings,10%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=125268
Colleen Zern,Management,4,25 ratings,80%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2448948
David Wilson,Science,4,28 ratings,86%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=200860
Catherine Brinkley,Social Science,2.6,5 ratings,40%,4.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2469505
Thien-Huong Ninh,Sociology,3.6,19 ratings,64%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2570124
Can Le,Statistics,1.6,11 ratings,10%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2292538
Justin Virrey,Management,3.5,12 ratings,50%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2599347
Nelson Max,Computer Science,2.7,48 ratings,22%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=362620
Kari Cooper,Geology,4,10 ratings,50%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1002031
Abigail Thompson,Mathematics,3.5,44 ratings,74%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=59148
Ga Young Chung,Asian American Studies,5,4 ratings,100%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2603869
Yumi Takeuchi,Japanese,4,10 ratings,70%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2525660
Benjamin Shaw,Engineering,4.3,6 ratings,84%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2353481
Brian Halpin,Sociology,3.8,37 ratings,66%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1906053
Rida Farouki,Engineering,4.5,12 ratings,75%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=248384
William Hughes,English,4.5,12 ratings,92%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2186866
David Marsico,Mathematics,2.6,12 ratings,59%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2667725
Robert Hijmans,Environmental Science,3,8 ratings,60%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1318885
Ashish Shenoy,Agricultural Economics,2.3,28 ratings,33%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2285132
Carl Whithaus,Women's Studies,2.8,4 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1356371
Randy Harris,Physics,4.4,92 ratings,100%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=78543
Jeffrey Magnin,English,2.5,39 ratings,50%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1078769
Joseph Caputo,Mathematics,5,2 ratings,N/A,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=457973
Phebe Craig,Music,4.6,17 ratings,100%,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=352707
Alex Nord,Biological Sciences,2.9,32 ratings,54%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2060308
Brian Kolner,Electrical & Comp. Engineering,2.4,29 ratings,32%,4.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1441123
Alan J. Laub,Computer Science,1,2 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=574528
Kristie Koski,Chemistry,2.5,16 ratings,32%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2243852
Steve Shkoller,Mathematics,4.4,67 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=384725
Jonathan Bragg,Microbiology,4.2,67 ratings,86%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2186028
Thomas Rohit,Mathematics,2.7,49 ratings,27%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1163392
Daniel Sumner,Economics,1.9,27 ratings,25%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1212917
Paul Kidhardt,Spanish,5,8 ratings,100%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2302207
Hao Chen,Computer Science,2.2,92 ratings,15%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=871199
Thomas Harter,Not Specified,3,4 ratings,34%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1388715
Elyse Lord,Writing,3.7,18 ratings,58%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1704245
Jay Grossi,Italian,4.9,56 ratings,100%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=786121
Peter Hernes,Environmental Science,3.9,20 ratings,78%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=967301
Peter Merkx,Mathematics,2.9,24 ratings,42%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2529910
Susan Harrison,Ecology & Evolutionary Biology,3.5,6 ratings,50%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2440231
Jesus De-Loera,Mathematics,2.9,52 ratings,13%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=36798
Earl Carstens,Science,4.1,27 ratings,80%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=565809
Cheri Ross,Comparative Literature,4.2,28 ratings,93%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2159255
Huy Tran,Management,2,1 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2662363
Mohammad Sadoghi,Computer Science,2.9,16 ratings,38%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2469276
Edward Tavernetti,Mathematics,4.6,8 ratings,75%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2463311
Becca Thomases,Mathematics,2.6,72 ratings,34%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1032365
Steven George,Biomedical Engineering,1,3 ratings,0%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2662016
Jamal Lewis,Biomedical Engineering,1.8,8 ratings,25%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2314743
Michael Neff,Technoculture Studies,3.3,14 ratings,29%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1705761
Ryan Brizendine,Religious Studies,4,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2692975
Amiruddin Bin Johan Lechner,Chemistry,5,2 ratings,100%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2640843
Amelia Triest,Music,4.6,51 ratings,82%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=217307
Jessica Jones,Psychology,5,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2672899
Marc Facciotti,Biomedical Engineering,2.6,217 ratings,42%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1448111
Aaron Smith,Agriculture,3.5,18 ratings,50%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833639
Makena Smith,Biological Sciences,5,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2693450
Sally McKee,History,3.9,64 ratings,50%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=83223
Daniel Nurco,Chemistry,2.3,154 ratings,29%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=456735
Bruce Haynes,Social Science,3,126 ratings,36%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=76330
Kristin Van Gaasbeck,Mathematics,1.4,17 ratings,0%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2077939
Steve Boucher,Agriculture,3.4,46 ratings,70%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833631
Julie Wyman,Technoculture Studies,2.7,34 ratings,50%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1008836
Kristopher Fallon,Technoculture Studies,3.7,17 ratings,67%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1990003
Christopher (Chris) Wallis,English,4.4,15 ratings,80%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1727302
Harris Lewin,Ecology amp Evolutionary Biology,4.2,4 ratings,100%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2353268
Robert Furrow,Biological Sciences,3.5,38 ratings,74%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2502425
Chris Healow,Philosophy,3.7,10 ratings,63%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1634246
Mark Verbitsky,Political Science,3.8,40 ratings,78%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198706
Cai Thorman,Religious Studies,3,1 ratings,0%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2496767
Joe Wenderoth,English,3.1,80 ratings,34%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=392858
Bill McCarthy,Sociology,3.9,60 ratings,45%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=34041
Lishan Az,Film,4.5,2 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2559625
Lindsay Poirier,Social Science,4.5,10 ratings,70%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2469919
Richard Huskey,Communication,4.4,16 ratings,88%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2545187
Patrick LeMieux,Technoculture Studies,5,3 ratings,100%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2322079
Julia Menard-Warwick,Linguistics,3.5,38 ratings,55%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=616288
Mark Huising,Neurobiology Behavior,4.1,22 ratings,78%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2172969
Henry Spiller,Music,4.8,29 ratings,100%,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=787537
Alice Harris,History,4.1,31 ratings,50%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=699281
Connor Gorman,Physical Sciences,2.9,7 ratings,58%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2443488
Michael Hoffman,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2695829
Angel Hinzo,Native American Studies,3.8,2 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1913176
Kaveh Zamani,Civil Engineering,5,12 ratings,100%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1919745
Talinn Grigor,Art Art History,2.2,14 ratings,25%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2082081
Aseel Baluom,Advisor,1,1 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2667039
Joel Hass,Mathematics,4.2,119 ratings,92%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=247275
John Harada,Biological Sciences,4.4,36 ratings,56%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=678899
Jennifer Burke Reifman,Writing,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2696318
Duane Kouba,Mathematics,4.6,419 ratings,90%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=58847
Magdalena Wojcieszak,Communication,4.1,8 ratings,75%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2476135
Keith Watenpaugh,Religious Studies,3.9,82 ratings,56%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=956013
Gregory Perelman,Management,1.9,8 ratings,25%,4.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2356645
Omar Velazquez-Mendoza,Spanish,2.6,19 ratings,100%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=888828
Jose Torres,Microbiology,4,21 ratings,75%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=822683
Julia Coates,Native Studies,2.9,7 ratings,0%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=964489
Samuel Solis,Environmental Science,2.7,11 ratings,37%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2264036
Michael Turelli,Ecology & Evolutionary Biology,2.9,38 ratings,31%,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1462112
Melissa Stem,Classics,3.1,72 ratings,39%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1703578
Shagufta Fatema,Languages,5,3 ratings,100%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2678394
Va Nee Van Vleck,Economics,2.1,31 ratings,0%,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=277745
Danny Romero,English,1.9,28 ratings,0%,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=499440
Ben Kimelman,Physics,2,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2698401
William Mead,Design,5,3 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2664699
Kory Ching,University Writing Program,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2698597
Peter Beal,Chemistry,4,56 ratings,80%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1027533
James Smith,Anthropology,3.7,49 ratings,86%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1071774
Benjamin Kimelman,Physics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2698925
Stewart Mukhopadhyay,Geology,2,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2242397
Nathaniel Williams,English,4.1,19 ratings,89%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1768770
Chris Nitta,Computer Science,2.4,177 ratings,21%,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=465913
Yukiko Asano,Japanese,4,2 ratings,50%,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2630955
Trish Berger,Science,2.7,43 ratings,35%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=148744
Mariel Vazquez,Mathematics,2.5,15 ratings,34%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2260947
Michael Springborn,Environmental Science,3.4,26 ratings,32%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1235661
Edward WU,Human Development,3.2,5 ratings,100%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1804093
Elisabeth Higgins O'Connor,Art,1.5,4 ratings,0%,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2506457
Adam Sennet,Philosophy,3.8,140 ratings,68%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=961950
Alan Balch,Chemistry,2.6,18 ratings,50%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=158343
Jay Stachowicz,Science,4.5,55 ratings,85%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=589563
Luca Comai,Biological Sciences,3.2,122 ratings,72%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1147623
Finn Brunton,Technoculture Studies,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2700024
George Branner,Electrical Engineering,3.8,4 ratings,100%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1310689
Steven Brunner,Communication,3.4,50 ratings,64%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2183588
A. Gundes,Engineering,3.5,18 ratings,75%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=433687
Hillary Cheramie,English,4,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2700326
Milmon Harrison,Ethnic Studies,4.1,54 ratings,89%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=77832
John Hancock,Accounting,4,213 ratings,76%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=148724
Vinh Van Nguyen,Mathematics,2.3,4 ratings,25%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2655709
Albert Contreras,Management,4,7 ratings,58%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2551689
Jochen Ditterich,Science,3.4,31 ratings,43%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=529595
Pratibha Agarwal,Computer Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2700593
Barbara Myslik,Communication,1.7,6 ratings,17%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2659598
Michael Meiers,Physics,1.9,21 ratings,20%,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2590322
Bala Rajaratnam,Statistics,3.7,9 ratings,67%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2520779
Sahoko Yui,Landscape Architecture & Regional Planning,3.5,4 ratings,50%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2343273
William Ristenpart,Chemical Engineering,3.3,13 ratings,45%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1437221
Justin Morton,Philosophy,4.8,6 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2441808
Joseph Horton,University Writing Program,4.7,17 ratings,86%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2078348
Patrick Brown,Plant & Soil Science,2.6,12 ratings,34%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2538313
Matthew Franklin,Computer Science,2.1,66 ratings,27%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=148973
Tina Leahy,Law,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2700875
Emily West,Physics,4.7,3 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1309048
Yael Teff-Seker,Religious Studies,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2700909
Andre Knoesen,Engineering,2.5,49 ratings,22%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=156157
Andre Boik,Economics,3.7,44 ratings,69%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1991530
Lynn Kimsey,Entomology,3.5,29 ratings,67%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=674376
Paul Lombardi,Economics,4.3,26 ratings,89%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2157156
Ryan Hubert,Political Science,3.4,15 ratings,60%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2265294
Linda Katehi,Electrical Comp. Engineering,3.5,11 ratings,73%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2161944
Alexander Coward,Mathematics,4.6,115 ratings,100%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1228644
Kirsten Harjes,Languages,3.9,22 ratings,67%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=376076
Nazanin Akrami,Science,4.5,10 ratings,100%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2482340
Alisa Shubb,Communication,2.9,99 ratings,15%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=105308
Philippe Rast,Psychology,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2701720
Nathan Alexander,Chemical Engineering,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681318
Lee Emrich,English,4.6,16 ratings,94%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2311500
Lynea Witczak,Psychology,4.7,3 ratings,67%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2622967
Paul Ullrich,Environmental Science,4.5,16 ratings,94%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2185763
Claire Genesy,University Writing Program,2,1 ratings,0%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2681002
Colin Carter,Agricultural & Resource Economics,2.7,36 ratings,23%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=152545
Jeanette Money,International Studies,2.8,28 ratings,50%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=477262
Jiao Li,Chinese,3.5,12 ratings,70%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2021881
Jessica Rodrigues Poletti,Spanish,4.5,2 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2460885
Ozcan Gulacar,Chemistry,3.6,375 ratings,74%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2021434
Susan Lagle,Anthropology,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2702316
I-chia Lee,Chinese,4.8,10 ratings,100%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1793454
Kristen Kiesel,Agricultural & Resource Economics,2.5,32 ratings,57%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2120105
Sasha Pesci,Landscape Architecture & Regional Planning,5,1 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2702403
Morgane Konig,Physics,1.6,18 ratings,12%,4.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2547246
Houman Houmayoun,Electrical & Comp. Engineering,1.8,13 ratings,16%,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2571194
Emily Morgan,Linguistics,4.2,15 ratings,87%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2436674
Duncan Temple Lang,Mathematics,4.1,23 ratings,100%,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=375775
Dale Fletter,Computer Science,2.1,20 ratings,30%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2613380
Chris Hopwood,Psychology,3.1,20 ratings,55%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2340276
Brian Wiltgen,Psychology,4.1,19 ratings,100%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1850740
Jeffrey Kahn,Anthropology,4.5,13 ratings,100%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2077339
Yutian Tan,Chinese,2.5,6 ratings,50%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2453815
Juan Sebastian Gomez Diaz,Electrical & Comp. Engineering,4.5,4 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2598688
